respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.09245033110482864,0.18835736942444817
26708,0.1350868634291983,0.11457000391998967
26709,0.2745164347462484,0.72830481129725
26710,0.74748494299872,0.9001084658064754
26711,0.2241070734973354,0.5120498889867694
26712,0.8731542144044991,0.9722603628757674
26713,0.16796246090285788,0.4900645453949306
26714,0.13022314420748762,0.12960953171969564
26715,0.09128283623785885,0.07377709141992829
26716,0.19963426293283115,0.9515746594190305
26717,0.0579393488420218,0.4901008609160527
26718,0.23775750711870886,0.6299672961420095
26719,0.07816260067588848,0.9500427522892138
26720,0.03812703832538672,0.24423367025742063
26721,0.2663706106838269,0.32211526350309144
26722,0.06995739704868588,0.0649888327744437
26723,0.8387058532495659,0.9257697394257494
26724,0.07173484088111733,0.754176193670779
26725,0.07255119202777764,0.0832576633891384
26726,0.12239914535516769,0.07297406107235721
26727,0.22290956266847653,0.9293303731300757
26728,0.23703299734274888,0.6751660314436942
26729,0.3384456481027034,0.7810535700657942
26730,0.09745668416744034,0.1394182392221413
26731,0.11623082284022257,0.4442225620230166
26732,0.0856058143353871,0.1454017550501713
26733,0.9971033356087606,0.9838987056707921
26734,0.886619591919084,0.5983870112701599
26735,0.07207375553858855,0.3395654198475974
26736,0.06283196170765942,0.15490753824263773
26737,0.09279983314030898,0.10550542980478456
26738,0.918964082325964,0.8703357045321453
26739,0.15030718849164104,0.20867292044546396
26740,0.12110535115197041,0.11614871127451667
26741,0.05107426311708912,0.9213459727161633
26742,0.11362769069202254,0.34598078129875176
26743,0.08943733442649081,0.5242787056897108
26744,0.040878089730603064,0.7228939015019394
26745,0.03845915009174806,0.9307326083023737
26746,0.11276480455140264,0.29885016766236205
26747,0.08516913432929046,0.12778874566439913
26748,0.046542455199111356,0.06458834045644737
26749,0.11858633843110347,0.6728568027574723
26750,0.4053632195834068,0.8999135030194592
26751,0.5965577648584655,0.7537202209835193
26752,0.13383161451866213,0.11530541010464616
26753,0.21507584139376143,0.7291274932517331
26754,0.1220444294957962,0.5268789794738428
26755,0.11488971421075059,0.28292540933928895
26756,0.12605523051287115,0.10233634424713377
26757,0.22334503562647445,0.6531703860468384
26758,0.47499209186231706,0.8572263061970222
26759,0.10113447771709301,0.19213238207418912
26760,0.12509778695184995,0.12423850145281866
26761,0.24128776549489134,0.5721843077519528
26762,0.13505962937541643,0.8388741846154236
26763,0.9897274365175599,0.9648337357943334
26764,0.9966886870689136,0.966744615869957
26765,0.09336770721018145,0.6401590667725081
26766,0.09910974267179494,0.16320662349771556
26767,0.9769918252207042,0.7313119164297838
26768,0.02893566751898325,0.46766919668344137
26769,0.0939397438133653,0.18531364527406594
26770,0.030551175862882377,0.4913649277030797
26771,0.10348830513374345,0.24072914444846016
26772,0.09013197178648912,0.4493568448919776
26773,0.03717775368221816,0.32248140327517427
26774,0.10002585318992441,0.47590010605051286
26775,0.02936018319385112,0.419029658988952
26776,0.29160392004264435,0.3857873944234703
26777,0.07201154661128943,0.927432422919742
26778,0.05191092028141972,0.06079867205262755
26779,0.17103366918525628,0.6962784326922807
26780,0.037302155437681735,0.9419743624938417
26781,0.08478042346587163,0.28753293000984803
26782,0.07952017299602124,0.2876769439663087
26783,0.07869089696679951,0.21579053776036447
26784,0.19795606742029304,0.8954553647980583
26785,0.1865645473478558,0.571162557000215
26786,0.047797356590556374,0.148634091863051
26787,0.10552448686851118,0.5718777646162425
26788,0.06181275772112848,0.8899695212525779
26789,0.04741687540188187,0.24123744831672836
26790,0.060353898256437284,0.1510349976476407
26791,0.07338809794416831,0.07929772413864948
26792,0.02978706675113954,0.6883754061067492
26793,0.13828084987840306,0.9550947410416146
26794,0.6823142448286096,0.7931411943686587
26795,0.04484665831500456,0.9768314247182711
26796,0.09383486806130434,0.07344914580364585
26797,0.15374756753403962,0.6617582070012609
26798,0.23518839817242435,0.14657694809926858
26799,0.2876144840383267,0.239783307981349
26800,0.056476770417399805,0.9692770046162221
26801,0.13664087020832233,0.2506897290015945
26802,0.0944068357496324,0.15923300671531643
26803,0.062243542424103133,0.1297924511211506
26804,0.09042577253410025,0.08934029240373496
26805,0.07173703959360499,0.16662470257640483
26806,0.03279319997772552,0.9402159214940486
26807,0.25322485213936713,0.868182762380957
26808,0.06955287912748136,0.35255870533308586
26809,0.5423223961128434,0.22597539114370213
26810,0.05734115684535241,0.11218627457544779
26811,0.07240017149795291,0.10190345883565603
26812,0.2080633234197655,0.8811740793283066
26813,0.21342906676548656,0.3954613070618792
26814,0.059445868059925834,0.6108648585830997
26815,0.08607343368063729,0.061807312372168334
26816,0.06994212103413455,0.13894894696520477
26817,0.06164174675057171,0.7469026660446356
26818,0.16449389623946964,0.3376270631949205
26819,0.13602452508041835,0.27324632189285325
26820,0.0951516848929332,0.12828924817575618
26821,0.059754593701113065,0.5
26822,0.10477745309408737,0.6808673504384938
26823,0.15095711409416185,0.3362350827895542
26824,0.07283605074651572,0.7087481756448681
26825,0.3782355408833853,0.6284689084470821
26826,0.04785962324507641,0.7225388418066162
26827,0.0569624892732365,0.12655758751222831
26828,0.07054251940502866,0.4941333039365958
26829,0.9170557476563901,0.948417632497901
26830,0.08139111220464844,0.7893060016850895
26831,0.13148807690601183,0.9021851136324299
26832,0.016769071646549137,0.8689668765535216
26833,0.09731372138727165,0.6299948946833037
26834,0.08733169678506672,0.4269906833710713
26835,0.26889899043385224,0.8892193540225466
26836,0.18270422073106268,0.6107247792772972
26837,0.08793704942789483,0.04020601511279114
26838,0.1186218423412742,0.4878681921774012
26839,0.12734164308774862,0.4630178595746693
26840,0.10844223166841699,0.12988115056359048
26841,0.316631931126937,0.8187905381481383
26842,0.08794993949096751,0.16204875466471189
26843,0.1462641144075467,0.10104107600275311
26844,0.09597854189131655,0.41739152414763414
26845,0.0549086977365739,0.7793808263297303
26846,0.0898327126985322,0.8069910839691499
26847,0.4076117014871188,0.14273059445083197
26848,0.041732275864469835,0.7185257291205872
26849,0.32922724585241403,0.5289198374926596
26850,0.33050331238119646,0.4883138291009637
26851,0.08406165872750657,0.06749168645958811
26852,0.07491295971548352,0.07052317679321746
26853,0.2333055364886081,0.4143586915585634
26854,0.057950097796640614,0.07232644529891741
26855,0.2453195597701454,0.8545506549323029
26856,0.11455518725669007,0.05573935070339315
26857,0.43829038269532267,0.2782174224680234
26858,0.0962029638595271,0.5816527884582332
26859,0.061554153395819156,0.07095983420086567
26860,0.1762761804686808,0.16491560687394585
26861,0.11529185350805563,0.0883426213277111
26862,0.05476035936529414,0.1995232702649046
26863,0.08326303354882135,0.4601941353185247
26864,0.3150337185751519,0.2638831131092172
26865,0.12279957984995042,0.09567449354166656
26866,0.04340211666966791,0.6424215068723014
26867,0.17337144811278454,0.15418649272133836
26868,0.9552375376636909,0.9573150166862227
26869,0.05964240276653993,0.15751126208884683
26870,0.6531539590323212,0.8700171078348313
26871,0.06064637818936308,0.07099971477678287
26872,0.06427066103364269,0.21634445440868438
26873,0.00836212952437247,0.6740137291007053
26874,0.0657135442118592,0.08256865558008436
26875,0.3751285629908833,0.8636865355922604
26876,0.10475288018806848,0.09442055265383885
26877,0.08952199226437822,0.15379331718047032
26878,0.08758793295685488,0.24978627482631474
26879,0.09542516090382987,0.07456032678270533
26880,0.04657967902678614,0.08791431708326157
26881,0.11750098368686437,0.09455247692306895
26882,0.07345599192751588,0.08605422606576348
26883,0.0923301767399952,0.2993422042182286
26884,0.10182536441732166,0.10992361500017633
26885,0.149482509381496,0.7280515881830317
26886,0.10471146668409288,0.875705897053298
26887,0.8139383490033686,0.9247552008780956
26888,0.9955484478051518,0.9434871425321093
26889,0.059402197778093226,0.10795521019310804
26890,0.0885525702197323,0.2773645494000941
26891,0.697901909125056,0.841553917911597
26892,0.06984499123422717,0.7927105028390921
26893,0.08932463296352362,0.10884600632331792
26894,0.22042615714100475,0.25363438782926967
26895,0.049266205264003715,0.857510304912293
26896,0.09446401086184848,0.06551043694012079
26897,0.11469762653001431,0.3930373569028676
26898,0.10259182357653876,0.559716662551745
26899,0.06755585020434178,0.03256358022414939
26900,0.11106183364534628,0.16561557472083227
26901,0.1283107686413321,0.5490075520871109
26902,0.07766455627286077,0.9242101732308368
26903,0.05897086062444978,0.07643276447158767
26904,0.08205186024503071,0.3628193417198296
26905,0.1977956882683939,0.9224743742903507
26906,0.08548809893919707,0.24611834459001636
26907,0.04938066441633846,0.5488846025310061
26908,0.07161575236475745,0.8369886340674525
26909,0.08166517297694408,0.17357122500604574
26910,0.054978531403047294,0.13877376121051258
26911,0.08137136229976709,0.09716619129550058
26912,0.5772181819539024,0.9478024919107958
26913,0.7140028903323588,0.8559022015581275
26914,0.0577927020448074,0.13476427446929812
26915,0.029066798904207863,0.49247428326523557
26916,0.06154698473742717,0.27650555603212407
26917,0.09765025695615295,0.1808982086985323
26918,0.9732072290881356,0.977683936963032
26919,0.08961320993059971,0.5972032938423898
26920,0.03598426197139816,0.09405773691669994
26921,0.10286762085101912,0.8637587798130612
26922,0.0602404127705257,0.7018670279341127
26923,0.1783629508752543,0.6222147912051481
26924,0.9578768791903368,0.9687089767430886
26925,0.1355629176586784,0.8725092272618287
26926,0.478446768974505,0.5287423087508359
26927,0.4584929833104021,0.7127348684164558
26928,0.03792406598664714,0.7402949858844403
26929,0.11826591420153869,0.19120429431615915
26930,0.5441987745071091,0.8990120884825564
26931,0.15483558132542513,0.4646983089158677
26932,0.10765022075819579,0.9656416739596982
26933,0.05725910351489326,0.5535570652073611
26934,0.2481675771034808,0.5903047625344494
26935,0.0738298497423854,0.4274992997123413
26936,0.23876070460095178,0.2034385760550105
26937,0.14315488734502446,0.790824226327744
26938,0.07779873514305348,0.047091829417599755
26939,0.06749905506466267,0.11746513268996837
26940,0.06793503316753506,0.13333063119486055
26941,0.10895028120875988,0.45218431239051216
26942,0.7771530647941708,0.8594857632324759
26943,0.032844529444080936,0.5678595081940824
26944,0.08958442367747493,0.10432088737656685
26945,0.07931474500615751,0.6478822785015884
26946,0.09067708307295659,0.6175058594362236
26947,0.11981016855624096,0.5
26948,0.0818718154289452,0.06461970607767609
26949,0.08398141189869836,0.07069530466106655
26950,0.060512300762167764,0.6072453740876218
26951,0.11902958957846728,0.3068783725518861
26952,0.8920514642739482,0.8467648338863721
26953,0.506845696178638,0.8912326751563165
26954,0.06139060861412882,0.07743867654678294
26955,0.09257432912493063,0.5658864056223282
26956,0.08450973205002035,0.1126595418818974
26957,0.06538018654653566,0.9762925053705228
26958,0.08169550077286962,0.8783858604574636
26959,0.07938023296670459,0.288882185180092
26960,0.08888434322408054,0.05384827263537399
26961,0.20916039809377385,0.3655011580540715
26962,0.05428295683035593,0.928158201294633
26963,0.05490126173349679,0.17047911899428428
26964,0.04920250801852982,0.2589717842284472
26965,0.6176939674352223,0.8852956611588115
26966,0.11709004561650076,0.11802617522006097
26967,0.11270692299375705,0.31062623881781826
26968,0.10534315686362812,0.9197938652312639
26969,0.13053360891427881,0.20458299540450484
26970,0.8369743000399388,0.61282087925801
26971,0.104886502537763,0.2586860189266981
26972,0.0692786829906399,0.06110277206570396
26973,0.07877855748527696,0.2203126858407884
26974,0.15921947026914143,0.29974362976538177
26975,0.15003480218730866,0.8021824969782718
26976,0.9494829237597873,0.6658282440547554
26977,0.12387596310827015,0.28532539166980475
26978,0.06196367584155311,0.770634435783376
26979,0.7033798428069473,0.9124273512162552
26980,0.0809838805612186,0.06991669851146749
26981,0.07341616166340496,0.2375891242062852
26982,0.8982594652882931,0.9496611775433028
26983,0.17104052121288685,0.5451011463707429
26984,0.0467357564543034,0.0957121051940176
26985,0.06574619393932515,0.08207045357480598
26986,0.11672175413281866,0.31095593436061575
26987,0.061356923260872616,0.11302308860454312
26988,0.12469806795825338,0.12294591802644438
26989,0.34223052553237443,0.8304470391161445
26990,0.10233098838666453,0.11737805258122995
26991,0.06842386086529112,0.35160823897427956
26992,0.3067518443215612,0.44127250105793675
26993,0.03240081793570216,0.9013313727635751
26994,0.10290353908782697,0.2688242585296146
26995,0.10378993068435223,0.2537084079886799
26996,0.25167753111160823,0.28607706587702514
26997,0.09382526583493282,0.04507450033364322
26998,0.11384579815177256,0.05560519290749712
26999,0.14098032666226823,0.46974429989138244
27000,0.07342207448426456,0.33785530070855596
27001,0.04394916702210873,0.8232169097422257
27002,0.0945408509089187,0.2453698151899791
27003,0.08219781834371145,0.057223876040141404
27004,0.10946151922382613,0.19104941960289606
27005,0.3049976778824758,0.8311583445946492
27006,0.9446461363590325,0.9097748706672075
27007,0.07779923685582293,0.08156621240795457
27008,0.07064989212827465,0.07410614140015115
27009,0.10250875486029302,0.15647842264586304
27010,0.044560942069968135,0.08753536825181477
27011,0.11529702581846957,0.10270270183039634
27012,0.1012556029675498,0.6647528099569677
27013,0.12119549083527222,0.4313227278915088
27014,0.05400473955184703,0.19627752383882022
27015,0.11724315553990958,0.149159278202049
27016,0.10051198761532147,0.2840222481009705
27017,0.6622856977641256,0.8595204983187771
27018,0.07934130572361119,0.1639259143300552
27019,0.9890747138107515,0.9571650873281006
27020,0.22414313432978167,0.20360795956010141
27021,0.162751647271051,0.5289554277203921
27022,0.07083999092299126,0.1446640576879146
27023,0.030439978660706333,0.1068494775521757
27024,0.09069745207876583,0.1908369644675629
27025,0.1613916502551823,0.088392258329752
27026,0.07484170136799319,0.35532263681478204
27027,0.0862576498322057,0.824731157546214
27028,0.5,0.913912068384012
27029,0.1271470721919408,0.35196163735929115
27030,0.27218227512121673,0.24522988011655805
